CpG,Module,Strategy
cg12069267,3391,singleton
cg11416384,3392,singleton
cg11390378,3393,singleton
cg16703882,3394,singleton
cg19029181,3395,singleton
cg18252903,3396,singleton
cg18140433,3397,singleton
cg17285225,3398,singleton
cg17280346,3399,singleton
cg16953297,3400,singleton
cg16927040,3401,singleton
cg16909408,3402,singleton
cg19628148,3403,singleton
cg16450309,3404,singleton
cg16276063,3405,singleton
cg15593298,3406,singleton
cg15347189,3407,singleton
cg15106134,3408,singleton
cg15078681,3409,singleton
cg15070848,3410,singleton
cg23431892,3411,singleton
cg01552919,3412,singleton
cg01281776,3413,singleton
cg01142635,3414,singleton
cg27501759,3415,singleton
cg27136844,3416,singleton
cg25645064,3417,singleton
cg24847685,3418,singleton
cg24144083,3419,singleton
cg17790852,3420,singleton
cg22934295,3421,singleton
cg21585138,3422,singleton
cg21502255,3423,singleton
cg20953187,3424,singleton
cg20952286,3425,singleton
cg20522387,3426,singleton
cg20072171,3427,singleton
cg10616795,3428,singleton
cg13368756,3429,singleton
cg12882697,3430,singleton
cg12456714,3431,singleton
cg11795854,3432,singleton
cg11670605,3433,singleton
cg11291003,3434,singleton
cg11250941,3435,singleton
cg11021940,3436,singleton
cg13647155,3437,singleton
cg10441628,3438,singleton
cg09740671,3439,singleton
cg09693432,3440,singleton
cg09500443,3441,singleton
cg09458272,3442,singleton
cg09451457,3443,singleton
cg09054633,3444,singleton
cg15929797,3445,singleton
cg18443359,3446,singleton
cg18104919,3447,singleton
cg18058747,3448,singleton
cg17774559,3449,singleton
cg17429000,3450,singleton
cg16624521,3451,singleton
cg16435923,3452,singleton
cg16049690,3453,singleton
cg08957484,3454,singleton
cg15690342,3455,singleton
cg15672768,3456,singleton
cg15132565,3457,singleton
cg15101980,3458,singleton
cg14698448,3459,singleton
cg14685796,3460,singleton
cg14619259,3461,singleton
cg23254393,3462,singleton
cg00327072,3463,singleton
cg26860935,3464,singleton
cg24496475,3465,singleton
cg24395452,3466,singleton
cg24224020,3467,singleton
cg24199834,3468,singleton
cg23995914,3469,singleton
cg23543123,3470,singleton
cg00332937,3471,singleton
cg22717014,3472,singleton
cg21399832,3473,singleton
cg19972558,3474,singleton
cg19597382,3475,singleton
cg19300568,3476,singleton
cg18790597,3477,singleton
cg17891820,3478,singleton
cg05904966,3479,singleton
cg08893692,3480,singleton
cg08850461,3481,singleton
cg08616061,3482,singleton
cg07432626,3483,singleton
cg07363137,3484,singleton
cg07274716,3485,singleton
cg07011172,3486,singleton
cg06410537,3487,singleton
cg15139644,3488,singleton
cg05845376,3489,singleton
cg05016408,3490,singleton
cg04992127,3491,singleton
cg04684516,3492,singleton
cg04518342,3493,singleton
cg02125316,3494,singleton
cg01135780,3495,singleton
cg01581018,3496,singleton
cg02102424,3497,singleton
cg02090656,3498,singleton
cg02056062,3499,singleton
cg02047661,3500,singleton
cg01844642,3501,singleton
cg01777121,3502,singleton
cg01671681,3503,singleton
cg01596834,3504,singleton
cg02239862,3505,singleton
cg01563973,3506,singleton
cg01289541,3507,singleton
cg01002529,3508,singleton
cg00984696,3509,singleton
cg00906812,3510,singleton
cg00891278,3511,singleton
cg00481951,3512,singleton
cg00329615,3513,singleton
cg03591499,3514,singleton
cg04474832,3515,singleton
cg04386206,3516,singleton
cg04304561,3517,singleton
cg04035392,3518,singleton
cg03956042,3519,singleton
cg03869608,3520,singleton
cg03631131,3521,singleton
cg03607117,3522,singleton
cg00238349,3523,singleton
cg03534662,3524,singleton
cg03447556,3525,singleton
cg03308652,3526,singleton
cg03194226,3527,singleton
cg02719752,3528,singleton
cg02490920,3529,singleton
cg02336827,3530,singleton
cg25073919,3531,singleton
cg26343883,3532,singleton
cg26279070,3533,singleton
cg26191447,3534,singleton
cg26189067,3535,singleton
cg26067250,3536,singleton
cg25549459,3537,singleton
cg25413977,3538,singleton
cg25385733,3539,singleton
cg26424147,3540,singleton
cg25047092,3541,singleton
cg24935556,3542,singleton
cg24868150,3543,singleton
cg24859623,3544,singleton
cg24768561,3545,singleton
cg24621972,3546,singleton
cg24333629,3547,singleton
cg27320127,3548,singleton
cg00235367,3549,singleton
cg00174179,3550,singleton
cg00153306,3551,singleton
cg27553955,3552,singleton
cg27480727,3553,singleton
cg27456468,3554,singleton
cg27378835,3555,singleton
cg27365825,3556,singleton
cg04556126,3557,singleton
cg27291385,3558,singleton
cg27175509,3559,singleton
cg26946259,3560,singleton
cg26913248,3561,singleton
cg26647617,3562,singleton
cg26530942,3563,singleton
cg26530498,3564,singleton
cg11142705,3565,singleton
cg13066983,3566,singleton
cg13066481,3567,singleton
cg12623930,3568,singleton
cg12554573,3569,singleton
cg12408494,3570,singleton
cg12307306,3571,singleton
cg12091542,3572,singleton
cg11359984,3573,singleton
cg13278496,3574,singleton
cg11084334,3575,singleton
cg10806820,3576,singleton
cg10761979,3577,singleton
cg10748355,3578,singleton
cg10683929,3579,singleton
cg10526277,3580,singleton
cg10506882,3581,singleton
cg10475172,3582,singleton
cg14188401,3583,singleton
cg15171154,3584,singleton
cg15002294,3585,singleton
cg14775286,3586,singleton
cg14769021,3587,singleton
cg14671809,3588,singleton
cg14583999,3589,singleton
cg14507891,3590,singleton
cg14311670,3591,singleton
cg10409919,3592,singleton
cg13964105,3593,singleton
cg13921352,3594,singleton
cg13874466,3595,singleton
cg13719901,3596,singleton
cg13575298,3597,singleton
cg13483026,3598,singleton
cg13482209,3599,singleton
cg05700079,3600,singleton
cg06792417,3601,singleton
cg06661266,3602,singleton
cg06621358,3603,singleton
cg06327727,3604,singleton
cg06306198,3605,singleton
cg06205331,3606,singleton
cg05893614,3607,singleton
cg05725703,3608,singleton
cg07357683,3609,singleton
cg05541640,3610,singleton
cg05476568,3611,singleton
cg05308645,3612,singleton
cg05261596,3613,singleton
cg05121480,3614,singleton
cg05095591,3615,singleton
cg05062178,3616,singleton
cg08654915,3617,singleton
cg10247798,3618,singleton
cg09834794,3619,singleton
cg09688588,3620,singleton
cg09608765,3621,singleton
cg09524078,3622,singleton
cg09379755,3623,singleton
cg09241332,3624,singleton
cg09003833,3625,singleton
cg23917057,3626,singleton
cg08515264,3627,singleton
cg08122899,3628,singleton
cg08091192,3629,singleton
cg07876132,3630,singleton
cg07766263,3631,singleton
cg07705835,3632,singleton
cg07477792,3633,singleton
cg11014740,3634,singleton
cg13252401,3635,singleton
cg12608433,3636,singleton
cg12258344,3637,singleton
cg12130211,3638,singleton
cg12110911,3639,singleton
cg12001304,3640,singleton
cg11503396,3641,singleton
cg11253886,3642,singleton
cg13372879,3643,singleton
cg10997718,3644,singleton
cg10986849,3645,singleton
cg10944063,3646,singleton
cg10927449,3647,singleton
cg10757065,3648,singleton
cg10658666,3649,singleton
cg10625533,3650,singleton
cg10521706,3651,singleton
cg14228146,3652,singleton
cg14991487,3653,singleton
cg14912644,3654,singleton
cg14898223,3655,singleton
cg14670435,3656,singleton
cg14639163,3657,singleton
cg14559259,3658,singleton
cg14481315,3659,singleton
cg14305711,3660,singleton
cg10476112,3661,singleton
cg13869872,3662,singleton
cg13702421,3663,singleton
cg13687996,3664,singleton
cg13667638,3665,singleton
cg13433250,3666,singleton
cg13388731,3667,singleton
cg13381486,3668,singleton
cg06571387,3669,singleton
cg07152755,3670,singleton
cg06881421,3671,singleton
cg06865612,3672,singleton
cg06850467,3673,singleton
cg06844526,3674,singleton
cg06738242,3675,singleton
cg06682024,3676,singleton
cg06640584,3677,singleton
cg07565551,3678,singleton
cg06567855,3679,singleton
cg06488443,3680,singleton
cg06470727,3681,singleton
cg06391199,3682,singleton
cg06240854,3683,singleton
cg06197616,3684,singleton
cg06142740,3685,singleton
cg08578136,3686,singleton
cg10107473,3687,singleton
cg10039299,3688,singleton
cg10004780,3689,singleton
cg09681043,3690,singleton
cg09643136,3691,singleton
cg09597470,3692,singleton
cg09464466,3693,singleton
cg08825084,3694,singleton
cg15069295,3695,singleton
cg08558886,3696,singleton
cg08520746,3697,singleton
cg08473330,3698,singleton
cg07986943,3699,singleton
cg07891081,3700,singleton
cg07810806,3701,singleton
cg07580038,3702,singleton
cg20930114,3703,singleton
cg22016779,3704,singleton
cg22007809,3705,singleton
cg22001533,3706,singleton
cg21674927,3707,singleton
cg21563471,3708,singleton
cg21303039,3709,singleton
cg21165221,3710,singleton
cg21092808,3711,singleton
cg22112832,3712,singleton
cg20547295,3713,singleton
cg20401252,3714,singleton
cg20348746,3715,singleton
cg20291049,3716,singleton
cg20248516,3717,singleton
cg20234855,3718,singleton
cg19892195,3719,singleton
cg23077820,3720,singleton
cg23883058,3721,singleton
cg23859635,3722,singleton
cg23747904,3723,singleton
cg23644005,3724,singleton
cg23578346,3725,singleton
cg23242052,3726,singleton
cg23130254,3727,singleton
cg23119026,3728,singleton
cg19711579,3729,singleton
cg22929506,3730,singleton
cg22809047,3731,singleton
cg22737154,3732,singleton
cg22478121,3733,singleton
cg22350070,3734,singleton
cg22197050,3735,singleton
cg22162281,3736,singleton
cg16325502,3737,singleton
cg17529152,3738,singleton
cg17204275,3739,singleton
cg17165841,3740,singleton
cg17078253,3741,singleton
cg16780603,3742,singleton
cg16764274,3743,singleton
cg16640358,3744,singleton
cg16330247,3745,singleton
cg17594241,3746,singleton
cg16100120,3747,singleton
cg16002963,3748,singleton
cg15520279,3749,singleton
cg15297650,3750,singleton
cg15174552,3751,singleton
cg15150970,3752,singleton
cg15124757,3753,singleton
cg18862005,3754,singleton
cg19578183,3755,singleton
cg19570640,3756,singleton
cg19519964,3757,singleton
cg19488874,3758,singleton
cg19403014,3759,singleton
cg19370054,3760,singleton
cg19049194,3761,singleton
cg19043574,3762,singleton
cg15225201,3763,singleton
cg18750960,3764,singleton
cg18719170,3765,singleton
cg18449120,3766,singleton
cg18406708,3767,singleton
cg18311633,3768,singleton
cg18144593,3769,singleton
cg17924218,3770,singleton
cg21523251,3771,singleton
cg22604636,3772,singleton
cg22597733,3773,singleton
cg22560214,3774,singleton
cg22501604,3775,singleton
cg22435791,3776,singleton
cg21831481,3777,singleton
cg21784272,3778,singleton
cg21593015,3779,singleton
cg22605415,3780,singleton
cg21505886,3781,singleton
cg21299542,3782,singleton
cg21269934,3783,singleton
cg21208104,3784,singleton
cg20646280,3785,singleton
cg20128928,3786,singleton
cg20044410,3787,singleton
cg20012601,3788,singleton
cg23836737,3789,singleton
cg25205699,3790,singleton
cg25148589,3791,singleton
cg25097497,3792,singleton
cg25054580,3793,singleton
cg24947764,3794,singleton
cg24535910,3795,singleton
cg24430580,3796,singleton
cg23893898,3797,singleton
cg18993949,3798,singleton
cg23664174,3799,singleton
cg23401445,3800,singleton
cg23248150,3801,singleton
cg23197460,3802,singleton
cg23006040,3803,singleton
cg22857085,3804,singleton
cg22777326,3805,singleton
cg14056644,3806,singleton
cg16001165,3807,singleton
cg15957394,3808,singleton
cg15736994,3809,singleton
cg15493618,3810,singleton
cg14699112,3811,singleton
cg14632941,3812,singleton
cg14577707,3813,singleton
cg14543780,3814,singleton
cg16142855,3815,singleton
cg13841979,3816,singleton
cg13262687,3817,singleton
cg13154880,3818,singleton
cg12973941,3819,singleton
cg12635937,3820,singleton
cg12541454,3821,singleton
cg12337525,3822,singleton
cg17343374,3823,singleton
cg18797590,3824,singleton
cg18674643,3825,singleton
cg18609078,3826,singleton
cg18571419,3827,singleton
cg18030960,3828,singleton
cg17809748,3829,singleton
cg17486101,3830,singleton
cg17430979,3831,singleton
cg25355316,3832,singleton
cg17071446,3833,singleton
cg17062829,3834,singleton
cg16747109,3835,singleton
cg16744741,3836,singleton
cg16742481,3837,singleton
cg16546442,3838,singleton
cg16318271,3839,singleton
cg04064644,3840,singleton
cg04637478,3841,singleton
cg04607372,3842,singleton
cg04598517,3843,singleton
cg04461228,3844,singleton
cg04261138,3845,singleton
cg04223553,3846,singleton
cg04216235,3847,singleton
cg04201750,3848,singleton
cg04897804,3849,singleton
cg03909500,3850,singleton
cg03847373,3851,singleton
cg03833880,3852,singleton
cg03827337,3853,singleton
cg03714110,3854,singleton
cg03319497,3855,singleton
cg03300589,3856,singleton
cg02792655,3857,singleton
cg05516295,3858,singleton
cg06647928,3859,singleton
cg06644553,3860,singleton
cg06410191,3861,singleton
cg06401019,3862,singleton
cg05783854,3863,singleton
cg05725804,3864,singleton
cg05569742,3865,singleton
cg05534710,3866,singleton
cg02495823,3867,singleton
cg05496514,3868,singleton
cg05425754,3869,singleton
cg05265596,3870,singleton
cg05211662,3871,singleton
cg05207048,3872,singleton
cg05056120,3873,singleton
cg04980590,3874,singleton
cg00054702,3875,singleton
cg01142710,3876,singleton
cg01104047,3877,singleton
cg01101522,3878,singleton
cg00908526,3879,singleton
cg00793186,3880,singleton
cg00580497,3881,singleton
cg00489401,3882,singleton
cg00227093,3883,singleton
cg01201215,3884,singleton
cg00049047,3885,singleton
cg27454136,3886,singleton
cg27154163,3887,singleton
cg26541867,3888,singleton
cg26450750,3889,singleton
cg26210267,3890,singleton
cg25983635,3891,singleton
cg01899089,3892,singleton
cg02421597,3893,singleton
cg02328239,3894,singleton
cg02266732,3895,singleton
cg02114954,3896,singleton
cg02066529,3897,singleton
cg02022733,3898,singleton
cg02006915,3899,singleton
cg01937780,3900,singleton
cg12217987,3901,singleton
cg01875459,3902,singleton
cg01830023,3903,singleton
cg01829002,3904,singleton
cg01819137,3905,singleton
cg01606885,3906,singleton
cg01603847,3907,singleton
cg01366595,3908,singleton
cg22386920,3909,singleton
cg23681664,3910,singleton
cg23527621,3911,singleton
cg23448486,3912,singleton
cg23448348,3913,singleton
cg23437162,3914,singleton
cg23320649,3915,singleton
cg23060384,3916,singleton
cg22927302,3917,singleton
cg23756251,3918,singleton
cg22379463,3919,singleton
cg22354646,3920,singleton
cg22203776,3921,singleton
cg22156842,3922,singleton
cg21867345,3923,singleton
cg21564242,3924,singleton
cg21188820,3925,singleton
cg21109744,3926,singleton
cg25478614,3927,singleton
cg27361370,3928,singleton
cg27345757,3929,singleton
cg26825532,3930,singleton
cg26712821,3931,singleton
cg26158023,3932,singleton
cg26069719,3933,singleton
cg25865467,3934,singleton
cg25581347,3935,singleton
cg20747538,3936,singleton
cg25425705,3937,singleton
cg25005894,3938,singleton
cg24869336,3939,singleton
cg24824287,3940,singleton
cg24512093,3941,singleton
cg24317285,3942,singleton
cg23967169,3943,singleton
cg16541026,3944,singleton
cg18507138,3945,singleton
cg18404041,3946,singleton
cg18366455,3947,singleton
cg18333339,3948,singleton
cg18175809,3949,singleton
cg17453778,3950,singleton
cg17078427,3951,singleton
cg16933388,3952,singleton
cg18774195,3953,singleton
cg16323609,3954,singleton
cg16209444,3955,singleton
cg16181396,3956,singleton
cg15873149,3957,singleton
cg15772216,3958,singleton
cg15711521,3959,singleton
cg15588941,3960,singleton
cg19744587,3961,singleton
cg20669012,3962,singleton
cg20515136,3963,singleton
cg20461912,3964,singleton
cg20375342,3965,singleton
cg20267101,3966,singleton
cg20051033,3967,singleton
cg19939065,3968,singleton
cg19825437,3969,singleton
cg27589809,3970,singleton
cg19729744,3971,singleton
cg19477084,3972,singleton
cg19470159,3973,singleton
cg19235307,3974,singleton
cg19150852,3975,singleton
cg18956933,3976,singleton
cg18887186,3977,singleton
cg07098391,3978,singleton
cg09562045,3979,singleton
cg09221867,3980,singleton
cg08671647,3981,singleton
cg08262002,3982,singleton
cg08209133,3983,singleton
cg08053686,3984,singleton
cg07465899,3985,singleton
cg07333191,3986,singleton
cg09578568,3987,singleton
cg06812991,3988,singleton
cg06388350,3989,singleton
cg05658182,3990,singleton
cg05570735,3991,singleton
cg05369942,3992,singleton
cg05323533,3993,singleton
cg05191655,3994,singleton
cg10509254,3995,singleton
cg12016437,3996,singleton
cg11630404,3997,singleton
cg11557636,3998,singleton
cg11076306,3999,singleton
cg11036041,4000,singleton
cg10933003,4001,singleton
cg10848640,4002,singleton
cg10682299,4003,singleton
cg05036656,4004,singleton
cg10457539,4005,singleton
cg10235817,4006,singleton
cg10150813,4007,singleton
cg10149533,4008,singleton
cg10074544,4009,singleton
cg09926747,4010,singleton
cg09693004,4011,singleton
cg01102833,4012,singleton
cg02170478,4013,singleton
cg01886556,4014,singleton
cg01787559,4015,singleton
cg01738522,4016,singleton
cg01503065,4017,singleton
cg01493016,4018,singleton
cg01401344,4019,singleton
cg01141413,4020,singleton
cg02441747,4021,singleton
cg00967552,4022,singleton
cg00505045,4023,singleton
cg00486340,4024,singleton
cg00481350,4025,singleton
cg00452958,4026,singleton
cg00292701,4027,singleton
cg00236919,4028,singleton
cg03719693,4029,singleton
cg05024939,4030,singleton
cg04939673,4031,singleton
cg04812351,4032,singleton
cg04738109,4033,singleton
cg04562589,4034,singleton
cg03996822,4035,singleton
cg03915012,4036,singleton
cg03874978,4037,singleton
cg06142537,4038,singleton
cg03446195,4039,singleton
cg03369807,4040,singleton
cg03356900,4041,singleton
cg03306082,4042,singleton
cg02853616,4043,singleton
cg02812207,4044,singleton
cg02722188,4045,singleton
cg01970336,4046,singleton
cg02361903,4047,singleton
cg02340851,4048,singleton
cg02294302,4049,singleton
cg02177231,4050,singleton
cg02100997,4051,singleton
cg02097190,4052,singleton
cg02063759,4053,singleton
cg01974375,4054,singleton
cg02397727,4055,singleton
cg01962676,4056,singleton
cg01910639,4057,singleton
cg01901101,4058,singleton
cg01891252,4059,singleton
cg01713950,4060,singleton
cg01554474,4061,singleton
cg01459453,4062,singleton
cg01352586,4063,singleton
cg03335216,4064,singleton
cg03883331,4065,singleton
cg03743008,4066,singleton
cg03664992,4067,singleton
cg03660500,4068,singleton
cg03655142,4069,singleton
cg03519967,4070,singleton
cg03422911,4071,singleton
cg03391684,4072,singleton
cg01185626,4073,singleton
cg03311232,4074,singleton
cg03301331,4075,singleton
cg03149128,4076,singleton
cg03132729,4077,singleton
cg03027354,4078,singleton
cg02495604,4079,singleton
cg02431597,4080,singleton
cg23400715,4081,singleton
cg00251125,4082,singleton
cg00173504,4083,singleton
cg00116092,4084,singleton
cg00063748,4085,singleton
cg00039326,4086,singleton
cg00019759,4087,singleton
cg00003345,4088,singleton
cg26796679,4089,singleton
cg00253564,4090,singleton
cg20209308,4091,singleton
cg20164887,4092,singleton
cg19796981,4093,singleton
cg18708252,4094,singleton
cg18465694,4095,singleton
cg18445088,4096,singleton
cg17176676,4097,singleton
cg00855990,4098,singleton
cg01175767,4099,singleton
cg01128109,4100,singleton
cg00980319,4101,singleton
cg00976181,4102,singleton
cg00957516,4103,singleton
cg00949753,4104,singleton
cg00913949,4105,singleton
cg00891995,4106,singleton
cg03984502,4107,singleton
cg00851028,4108,singleton
cg00707317,4109,singleton
cg00695391,4110,singleton
cg00554413,4111,singleton
cg00484358,4112,singleton
cg00463859,4113,singleton
cg00323313,4114,singleton
cg07422880,4115,singleton
cg08426733,4116,singleton
cg08262220,4117,singleton
cg08128734,4118,singleton
cg08024029,4119,singleton
cg07892597,4120,singleton
cg07777790,4121,singleton
cg07647164,4122,singleton
cg07563793,4123,singleton
cg08468082,4124,singleton
cg07388493,4125,singleton
cg07368443,4126,singleton
cg07318983,4127,singleton
cg07234388,4128,singleton
cg07178825,4129,singleton
cg07135732,4130,singleton
cg06995548,4131,singleton
cg06926146,4132,singleton
cg09258479,4133,singleton
cg09809672,4134,singleton
cg09768093,4135,singleton
cg09762021,4136,singleton
cg09684338,4137,singleton
cg09649610,4138,singleton
cg09478857,4139,singleton
cg09408098,4140,singleton
cg09317884,4141,singleton
cg06921573,4142,singleton
cg09138671,4143,singleton
cg09068158,4144,singleton
cg08885800,4145,singleton
cg08876103,4146,singleton
cg08739433,4147,singleton
cg08737116,4148,singleton
cg08644498,4149,singleton
cg04510153,4150,singleton
cg05228408,4151,singleton
cg05138148,4152,singleton
cg04931216,4153,singleton
cg04885881,4154,singleton
cg04872610,4155,singleton
cg04850423,4156,singleton
cg04577212,4157,singleton
cg04542977,4158,singleton
cg05365199,4159,singleton
cg04455430,4160,singleton
cg04218899,4161,singleton
cg04103761,4162,singleton
cg04080625,4163,singleton
cg04036898,4164,singleton
cg03989480,4165,singleton
cg03989260,4166,singleton
cg06174704,4167,singleton
cg06769116,4168,singleton
cg06724462,4169,singleton
cg06656994,4170,singleton
cg06533314,4171,singleton
cg06437747,4172,singleton
cg06384463,4173,singleton
cg06335143,4174,singleton
cg06215569,4175,singleton
cg15548613,4176,singleton
cg05961348,4177,singleton
cg05924583,4178,singleton
cg05898524,4179,singleton
cg05756685,4180,singleton
cg05721773,4181,singleton
cg05511392,4182,singleton
cg05470502,4183,singleton
cg14239592,4184,singleton
cg17861230,4185,singleton
cg16644497,4186,singleton
cg16206460,4187,singleton
cg15415136,4188,singleton
cg15215348,4189,singleton
cg15202738,4190,singleton
cg15027907,4191,singleton
cg14911690,4192,singleton
cg18721420,4193,singleton
cg14055896,4194,singleton
cg14036830,4195,singleton
cg13703871,4196,singleton
cg13404054,4197,singleton
cg13378934,4198,singleton
cg12272837,4199,singleton
cg12214908,4200,singleton
cg11344352,4201,singleton
cg22231400,4202,singleton
cg24906410,4203,singleton
cg24436715,4204,singleton
cg24415208,4205,singleton
cg24227728,4206,singleton
cg24024661,4207,singleton
cg23200020,4208,singleton
cg22932336,4209,singleton
cg22694191,4210,singleton
cg10836101,4211,singleton
cg21927946,4212,singleton
cg21534423,4213,singleton
cg19925849,4214,singleton
cg19485202,4215,singleton
cg19416570,4216,singleton
cg19332452,4217,singleton
cg19063061,4218,singleton
cg00515457,4219,singleton
cg04419610,4220,singleton
cg02711397,4221,singleton
cg02657401,4222,singleton
cg02479575,4223,singleton
cg01580888,4224,singleton
cg01542019,4225,singleton
cg01428589,4226,singleton
cg00553487,4227,singleton
cg05213896,4228,singleton
cg25958283,4229,singleton
cg25767345,4230,singleton
cg22455914,4231,singleton
cg19237294,4232,singleton
cg16922039,4233,singleton
cg16705273,4234,singleton
cg16474170,4235,singleton
cg08153621,4236,singleton
cg10665321,4237,singleton
cg10640845,4238,singleton
cg10604476,4239,singleton
cg09980058,4240,singleton
cg09434500,4241,singleton
cg09371559,4242,singleton
cg08461949,4243,singleton
cg08249988,4244,singleton
cg24909548,4245,singleton
cg07785717,4246,singleton
cg07599133,4247,singleton
cg06882591,4248,singleton
cg06522681,4249,singleton
cg06506966,4250,singleton
cg05928342,4251,singleton
cg05352500,4252,singleton
cg26158279,4253,singleton
cg10696191,4254,singleton
cg07003407,4255,singleton
cg02983163,4256,singleton
cg01847344,4257,singleton
cg00495860,4258,singleton
cg27274542,4259,singleton
cg27262717,4260,singleton
cg26709285,4261,singleton
cg11950383,4262,singleton
cg26156448,4263,singleton
cg25164624,4264,singleton
cg24924779,4265,singleton
cg23487201,4266,singleton
cg23353432,4267,singleton
cg23328622,4268,singleton
cg22797900,4269,singleton
cg05329888,4270,singleton
cg14561229,4271,singleton
cg12923994,4272,singleton
cg12159189,4273,singleton
cg12068816,4274,singleton
cg11250773,4275,singleton
cg10941566,4276,singleton
cg09877744,4277,singleton
cg08430009,4278,singleton
cg22537474,4279,singleton
cg04304705,4280,singleton
cg03018796,4281,singleton
cg01961447,4282,singleton
cg21697851,4283,singleton
cg16711792,4284,singleton
cg15108590,4285,singleton
cg13588023,4286,singleton
cg27058486,4287,singleton
cg07003030,4288,singleton
cg06263461,4289,singleton
cg04584301,4290,singleton
cg03577250,4291,singleton
cg01743841,4292,singleton
cg01188592,4293,singleton
cg00105628,4294,singleton
cg27384695,4295,singleton
cg08545268,4296,singleton
cg27052113,4297,singleton
cg26918756,4298,singleton
cg26669806,4299,singleton
cg26565021,4300,singleton
cg26477573,4301,singleton
cg25756435,4302,singleton
cg25352836,4303,singleton
cg16963144,4304,singleton
cg21200408,4305,singleton
cg20859731,4306,singleton
cg20704654,4307,singleton
cg19864758,4308,singleton
cg19593767,4309,singleton
cg18954541,4310,singleton
cg18759209,4311,singleton
cg17526301,4312,singleton
cg09850632,4313,singleton
cg16822939,4314,singleton
cg16793866,4315,singleton
cg16524928,4316,singleton
cg15058464,4317,singleton
cg14010720,4318,singleton
cg13802013,4319,singleton
cg12497914,4320,singleton
cg25975621,4321,singleton
cg26603050,4322,singleton
cg26575914,4323,singleton
cg26513192,4324,singleton
cg26266842,4325,singleton
cg26249046,4326,singleton
cg26158959,4327,singleton
cg26058502,4328,singleton
cg26003967,4329,singleton
cg26815395,4330,singleton
cg25840576,4331,singleton
cg25771271,4332,singleton
cg25755575,4333,singleton
cg25722983,4334,singleton
cg25437385,4335,singleton
cg25410668,4336,singleton
cg25386234,4337,singleton
cg25340674,4338,singleton
cg27543334,4339,singleton
cg00602811,4340,singleton
cg00393837,4341,singleton
cg00336700,4342,singleton
cg00326719,4343,singleton
cg00314660,4344,singleton
cg00302494,4345,singleton
cg00073837,4346,singleton
cg27579609,4347,singleton
cg25143508,4348,singleton
cg27262412,4349,singleton
cg27232482,4350,singleton
cg26956874,4351,singleton
cg26935102,4352,singleton
cg26894354,4353,singleton
cg26864395,4354,singleton
cg26841040,4355,singleton
cg22815110,4356,singleton
cg23207077,4357,singleton
cg23093580,4358,singleton
cg23078123,4359,singleton
cg23049291,4360,singleton
cg22942576,4361,singleton
cg22871653,4362,singleton
cg22866430,4363,singleton
cg22820188,4364,singleton
cg23257569,4365,singleton
cg22794214,4366,singleton
cg22793142,4367,singleton
cg22697825,4368,singleton
cg22605303,4369,singleton
cg22512670,4370,singleton
cg22494858,4371,singleton
cg22488256,4372,singleton
cg23993425,4373,singleton
cg24681499,4374,singleton
cg24678611,4375,singleton
cg24453699,4376,singleton
cg24433287,4377,singleton
cg24298421,4378,singleton
cg24244374,4379,singleton
cg24155190,4380,singleton
cg24150153,4381,singleton
cg00684075,4382,singleton
cg23971069,4383,singleton
cg23933216,4384,singleton
cg23716800,4385,singleton
cg23715749,4386,singleton
cg23665568,4387,singleton
cg23627828,4388,singleton
cg23552821,4389,singleton
cg03767531,4390,singleton
cg04881228,4391,singleton
cg04730665,4392,singleton
cg04001714,4393,singleton
cg03957108,4394,singleton
cg03936870,4395,singleton
cg03882167,4396,singleton
cg03874199,4397,singleton
cg03805618,4398,singleton
cg04926134,4399,singleton
cg03600687,4400,singleton
cg03583111,4401,singleton
cg03545227,4402,singleton
cg03443986,4403,singleton
cg03395188,4404,singleton
cg03249890,4405,singleton
cg03002352,4406,singleton
cg02744113,4407,singleton
cg05467160,4408,singleton
cg06100854,4409,singleton
cg06016439,4410,singleton
cg05974067,4411,singleton
cg05881221,4412,singleton
cg05656900,4413,singleton
cg05609159,4414,singleton
cg05584950,4415,singleton
cg05471730,4416,singleton
cg02743713,4417,singleton
cg05412990,4418,singleton
cg05342515,4419,singleton
cg05301866,4420,singleton
cg05172912,4421,singleton
cg05136263,4422,singleton
cg05100419,4423,singleton
cg04955914,4424,singleton
cg01158574,4425,singleton
cg01658421,4426,singleton
cg01491071,4427,singleton
cg01447660,4428,singleton
cg01410359,4429,singleton
cg01376829,4430,singleton
cg01329789,4431,singleton
cg01307387,4432,singleton
cg01196788,4433,singleton
cg01719210,4434,singleton
cg01082843,4435,singleton
cg01047586,4436,singleton
cg00893471,4437,singleton
cg00864666,4438,singleton
cg00740914,4439,singleton
cg00708603,4440,singleton
cg00689213,4441,singleton
cg02085953,4442,singleton
cg02728483,4443,singleton
cg02646021,4444,singleton
cg02606403,4445,singleton
cg02355885,4446,singleton
cg02323356,4447,singleton
cg02294055,4448,singleton
cg02244386,4449,singleton
cg02242681,4450,singleton
cg22419039,4451,singleton
cg02063488,4452,singleton
cg01968178,4453,singleton
cg01886514,4454,singleton
cg01850449,4455,singleton
cg01812045,4456,singleton
cg01753375,4457,singleton
cg01720455,4458,singleton
cg13167730,4459,singleton
cg13655674,4460,singleton
cg13478928,4461,singleton
cg13476854,4462,singleton
cg13470735,4463,singleton
cg13458211,4464,singleton
cg13420364,4465,singleton
cg13385220,4466,singleton
